number,name,position_lat,position_lng,available_bikes,available_bike_stands,rounded_last_update,temp,feels_like,humidity,rain_1h,weather_desc,weather_brief,wind_speed,weatherid
78,MATER HOSPITAL,53.36,-6.26483,8,32,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
78,MATER HOSPITAL,53.36,-6.26483,8,32,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
78,MATER HOSPITAL,53.36,-6.26483,8,32,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
78,MATER HOSPITAL,53.36,-6.26483,8,32,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
79,ECCLES STREET EAST,53.3581,-6.2656,1,26,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
79,ECCLES STREET EAST,53.3581,-6.2656,1,26,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
79,ECCLES STREET EAST,53.3581,-6.2656,1,26,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
79,ECCLES STREET EAST,53.3581,-6.2656,1,26,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
80,ST JAMES HOSPITAL (LUAS),53.3414,-6.29295,20,20,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
80,ST JAMES HOSPITAL (LUAS),53.3414,-6.29295,20,20,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
80,ST JAMES HOSPITAL (LUAS),53.3414,-6.29295,20,20,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
80,ST JAMES HOSPITAL (LUAS),53.3414,-6.29295,20,20,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
82,MOUNT BROWN,53.3416,-6.29719,8,14,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
82,MOUNT BROWN,53.3416,-6.29719,8,14,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
82,MOUNT BROWN,53.3416,-6.29719,8,14,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
82,MOUNT BROWN,53.3416,-6.29719,8,14,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
83,EMMET ROAD,53.3407,-6.30819,34,6,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
83,EMMET ROAD,53.3407,-6.30819,34,6,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
83,EMMET ROAD,53.3407,-6.30819,34,6,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
83,EMMET ROAD,53.3407,-6.30819,34,6,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
84,BROOKFIELD ROAD,53.339,-6.30022,19,11,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
84,BROOKFIELD ROAD,53.339,-6.30022,19,11,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
84,BROOKFIELD ROAD,53.339,-6.30022,19,11,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
84,BROOKFIELD ROAD,53.339,-6.30022,19,11,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
85,ROTHE ABBEY,53.3388,-6.30395,35,0,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
85,ROTHE ABBEY,53.3388,-6.30395,35,0,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
85,ROTHE ABBEY,53.3388,-6.30395,35,0,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
85,ROTHE ABBEY,53.3388,-6.30395,35,0,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
86,PARKGATE STREET,53.348,-6.2918,35,3,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
86,PARKGATE STREET,53.348,-6.2918,35,3,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
86,PARKGATE STREET,53.348,-6.2918,35,3,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
86,PARKGATE STREET,53.348,-6.2918,35,3,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
87,COLLINS BARRACKS MUSEUM,53.3475,-6.28525,20,18,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
87,COLLINS BARRACKS MUSEUM,53.3475,-6.28525,20,18,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
87,COLLINS BARRACKS MUSEUM,53.3475,-6.28525,20,18,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
87,COLLINS BARRACKS MUSEUM,53.3475,-6.28525,20,18,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
88,BLACKHALL PLACE,53.3488,-6.28164,14,16,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
88,BLACKHALL PLACE,53.3488,-6.28164,14,16,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
88,BLACKHALL PLACE,53.3488,-6.28164,14,16,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
88,BLACKHALL PLACE,53.3488,-6.28164,14,16,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
89,FITZWILLIAM SQUARE EAST,53.3352,-6.2509,1,39,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
89,FITZWILLIAM SQUARE EAST,53.3352,-6.2509,1,39,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
89,FITZWILLIAM SQUARE EAST,53.3352,-6.2509,1,39,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
89,FITZWILLIAM SQUARE EAST,53.3352,-6.2509,1,39,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
90,BENSON STREET,53.3442,-6.23345,2,38,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
90,BENSON STREET,53.3442,-6.23345,2,38,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
90,BENSON STREET,53.3442,-6.23345,2,38,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
90,BENSON STREET,53.3442,-6.23345,2,38,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
91,SOUTH DOCK ROAD,53.3418,-6.23129,15,15,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
91,SOUTH DOCK ROAD,53.3418,-6.23129,15,15,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
91,SOUTH DOCK ROAD,53.3418,-6.23129,15,15,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
91,SOUTH DOCK ROAD,53.3418,-6.23129,15,15,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
92,HEUSTON BRIDGE (NORTH),53.3478,-6.29243,37,3,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
92,HEUSTON BRIDGE (NORTH),53.3478,-6.29243,37,3,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
92,HEUSTON BRIDGE (NORTH),53.3478,-6.29243,37,3,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
92,HEUSTON BRIDGE (NORTH),53.3478,-6.29243,37,3,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
93,HEUSTON STATION (CENTRAL),53.3466,-6.29692,40,0,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
93,HEUSTON STATION (CENTRAL),53.3466,-6.29692,40,0,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
93,HEUSTON STATION (CENTRAL),53.3466,-6.29692,40,0,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
93,HEUSTON STATION (CENTRAL),53.3466,-6.29692,40,0,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
94,HEUSTON STATION (CAR PARK),53.347,-6.2978,12,28,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
94,HEUSTON STATION (CAR PARK),53.347,-6.2978,12,28,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
94,HEUSTON STATION (CAR PARK),53.347,-6.2978,12,28,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
94,HEUSTON STATION (CAR PARK),53.347,-6.2978,12,28,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
95,ROYAL HOSPITAL,53.3439,-6.29706,34,6,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
95,ROYAL HOSPITAL,53.3439,-6.29706,34,6,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
95,ROYAL HOSPITAL,53.3439,-6.29706,34,6,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
95,ROYAL HOSPITAL,53.3439,-6.29706,34,6,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
96,KILMAINHAM LANE,53.3418,-6.30509,22,8,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
96,KILMAINHAM LANE,53.3418,-6.30509,22,8,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
96,KILMAINHAM LANE,53.3418,-6.30509,22,8,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
96,KILMAINHAM LANE,53.3418,-6.30509,22,8,2024-03-26 21:00:00,280.59,277.27,90,0.0,scattered clouds,Clouds,5.66,802
97,KILMAINHAM GAOL,53.3421,-6.31002,33,7,2024-03-26 21:00:00,280.65,277.35,90,0.0,scattered clouds,Clouds,5.66,802
97,KILMAINHAM GAOL,53.3421,-6.31002,33,7,2024-03-26 21:00:00,280.7,277.41,90,0.0,scattered clouds,Clouds,5.66,802
97,KILMAINHAM GAOL,53.3421,-6.31002,33,7,2024-03-26 21:00:00,280.46,277.11,90,0.0,scattered clouds,Clouds,5.66,802
